ID,Candidate State,Age Range,Residence,Sex,Protected category,TAG,Study area,Study Title,Years Experience,Sector,Last Role,Year of insertion,Recruitment Request,Assumption Headquarters,Job Family Hiring,Job Title Hiring,Overall,Job Description,Candidate Profile,Years Experience.1,Minimum Ral,Ral Maximum,Study Level,Study Area.1,Akkodis headquarters,Current Ral,Expected Ral,Technical Skills,Standing/Position,Comunication,Maturity,Dynamism,Mobility,English,number_of_searches,Hired,Residence Country,Residence Italian Region,Residence Italian Province,Residence Italian City IT,Residence Italian City EN,Italian Residence,European Residence,Assumption HQ Lat,Assumption HQ Lng,Akkodis HQ Lat,Akkodis HQ Lng,Residence Lat,Residence Lon,candidate_text,Distance Residence - Akkodis HQ,Distance Residence - Assumption HQ
30160,first contact,26 - 30 years,BARI » Bari ~ Puglia,Male,False,-,electronic Engineering,Five-year degree,[0],,,[2022],,,,,,,,,,,,,,,,,,,,,,,,False,ITALY,Puglia,Bari,Bari,BARI,True,True,,,,,41.1253,16.8667,Five-year degree in electronic Engineering. with [0] years of experience. Key skills include: -.,,
30206,imported,20 - 25 years,PIANEZZA » Turin ~ Piedmont,Female,False,.,Mechanical engineering,Five-year degree,[0],,,[2022],,,,,,,,,,,,,,,,,,,,,,,,False,ITALY,Piedmont,Turin,Pianezza,PIANEZZA,True,True,,,,,45.1058,7.5434,Five-year degree in Mechanical engineering. with [0] years of experience. Key skills include: ..,,
30220,first contact,20 - 25 years,BITRITTO » Bari ~ Puglia,Male,False,,computer engineering,Three-year degree,[0],Others,master's degree student,[2022],,,,,,,,,,,,,,,,,,,,,,,,False,ITALY,Puglia,Bari,Bitritto,BITRITTO,True,True,,,,,41.05,16.8333,Three-year degree in computer engineering. Worked in the Others sector. Last held the role of master's degree student. with [0] years of experience.,,
30241,first contact,< 20 years,MILAN » Milan ~ Lombardy,Male,False,,Biomedical Engineering,Five-year degree,[3-5],Others,r&d software engineer,[2021],,,,,,,,,,,,,,,,,,,,,,,,False,ITALY,Lombardy,Milan,Milano,MILAN,True,True,,,,,45.4669,9.19,Five-year degree in Biomedical Engineering. Worked in the Others sector. Last held the role of r&d software engineer. with [3-5] years of experience.,,
30255,first contact,< 20 years,TURIN » Turin ~ Piedmont,Female,False,,Mechanical engineering,Five-year degree,[0],Others,unemployed,[2023],,,,,,,,,,,,,,,,,,,,,,,,False,ITALY,Piedmont,Turin,Torino,TURIN,True,True,,,,,45.0792,7.6761,Five-year degree in Mechanical engineering. Worked in the Others sector. Last held the role of unemployed. with [0] years of experience.,,
30259,first contact,26 - 30 years,TURIN » Turin ~ Piedmont,Male,False,,Economic - Statistics,master's degree,[0],Others,it junior analyst (internship),[2021],,,,,,,,,,,,,,,,,,,,,,,,False,ITALY,Piedmont,Turin,Torino,TURIN,True,True,,,,,45.0792,7.6761,master's degree in Economic - Statistics. Worked in the Others sector. Last held the role of it junior analyst (internship). with [0] years of experience.,,
30272,first contact,26 - 30 years,PIEVE LIGURE » Genoa ~ Liguria,Male,False,,Mechanical engineering,Five-year degree,[0],Others,graduating student,[2022],,,,,,,,,,,,,,,,,,,,,,,,False,ITALY,Liguria,Genoa,Pieve Ligure,PIEVE LIGURE,True,True,,,,,44.37494,9.0941,Five-year degree in Mechanical engineering. Worked in the Others sector. Last held the role of graduating student. with [0] years of experience.,,
30294,first contact,40 - 45 years,TURIN » Turin ~ Piedmont,Male,False,,Mechanical engineering,Three-year degree,[3-5],Others,sales intermediation franchise,[2022],,,,,,,,,,,,,,,,,,,,,,,,False,ITALY,Piedmont,Turin,Torino,TURIN,True,True,,,,,45.0792,7.6761,Three-year degree in Mechanical engineering. Worked in the Others sector. Last held the role of sales intermediation franchise. with [3-5] years of experience.,,
30296,first contact,< 20 years,TURIN » Turin ~ Piedmont,Male,False,"C#, C++, PYTHON, MATLAB, JAVA, AUTOSAR",Telecommunications Engineering,Five-year degree,[5-7],Consulting,software engineer,[2022],,,,,2.0,,,,,,,,,,,2.0,2.0,2.0,2.0,2.0,1.0,3.0,,False,ITALY,Piedmont,Turin,Torino,TURIN,True,True,,,,,45.0792,7.6761,"Five-year degree in Telecommunications Engineering. Worked in the Consulting sector. Last held the role of software engineer. with [5-7] years of experience. Key skills include: C#, C++, PYTHON, MATLAB, JAVA, AUTOSAR.",,
30320,first contact,< 20 years,TURIN » Turin ~ Piedmont,Male,False,"C++, MATLAB, PYHTON",Other scientific subjects,Five-year degree,[0-1],Others,junior software engineer,[2023],,,,,,,,,,,,,,31000.0,35000.0,,,,,,,,,False,ITALY,Piedmont,Turin,Torino,TURIN,True,True,,,,,45.0792,7.6761,"Five-year degree in Other scientific subjects. Worked in the Others sector. Last held the role of junior software engineer. with [0-1] years of experience. Key skills include: C++, MATLAB, PYHTON.",,
30333,first contact,< 20 years,FORMELLO » Rome ~ Lazio,Male,False,,Mechanical engineering,Five-year degree,[0],Automotive,student,[2023],,,,,,,,,,,,,,,,,,,,,,,,False,ITALY,Lazio,Rome,Formello,FORMELLO,True,True,,,,,42.0833,12.4,Five-year degree in Mechanical engineering. Worked in the Automotive sector. Last held the role of student. with [0] years of experience.,,
30388,first contact,26 - 30 years,TURIN » Turin ~ Piedmont,Male,False,INFORMATICS,computer engineering,Five-year degree,[0],,,[2021],,,,,,,,,,,,,,,,,,,,,,,,False,ITALY,Piedmont,Turin,Torino,TURIN,True,True,,,,,45.0792,7.6761,Five-year degree in computer engineering. with [0] years of experience. Key skills include: INFORMATICS.,,
30416,first contact,36 - 40 years,ROME » Rome ~ Lazio,Male,False,,electronic Engineering,Five-year degree,[+10],Aeronautics,senior rf and microwave engineer,[2021],,,,,,,,,,,,,,,,,,,,,,,,False,ITALY,Lazio,Rome,Roma,ROME,True,True,,,,,41.8931,12.4828,Five-year degree in electronic Engineering. Worked in the Aeronautics sector. Last held the role of senior rf and microwave engineer. with [+10] years of experience.,,
30448,first contact,< 20 years,VARESE » Varese ~ Lombardy,Male,False,"JAVA, SQL, PYTHON, C++",Informatics,Three-year degree,[0],Others,graduating student,[2023],,,,,,,,,,,,,,,,,,,,,,,,False,ITALY,Lombardy,Varese,Varese,VARESE,True,True,,,,,45.8167,8.8333,"Three-year degree in Informatics. Worked in the Others sector. Last held the role of graduating student. with [0] years of experience. Key skills include: JAVA, SQL, PYTHON, C++.",,
30496,first contact,26 - 30 years,SCICLI » Ragusa ~ Sicily,Male,False,"JAVA BACKEND, ML",Other scientific subjects,Five-year degree,[0],Others,student,[2022],,,,,,,,,,,,,,,,,,,,,,,,False,ITALY,Sicily,Ragusa,Scicli,SCICLI,True,True,,,,,36.7914,14.7025,"Five-year degree in Other scientific subjects. Worked in the Others sector. Last held the role of student. with [0] years of experience. Key skills include: JAVA BACKEND, ML.",,
30502,hired,40 - 45 years,MONZA » Monza-Brianza ~ Lombardy,Male,False,,Automation/Mechatronics Engineering,Five-year degree,[+10],Consulting,project manager,[2018],RS18.0583 - Business Manager,Milan,Business & Sales,Business Manager,3.0,business manager,business manager,[3-5],39000.0,55000.0,Five-year degree,Automation/Mechatronics Engineering,Milan,55000.0,55000.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,583.0,True,ITALY,Lombardy,Monza-brianza,Monza,MONZA,True,True,45.4669,9.19,45.4669,9.19,45.5836,9.2736,Five-year degree in Automation/Mechatronics Engineering. Worked in the Consulting sector. Last held the role of project manager. with [+10] years of experience.,14.52181732032318,14.52181732032318
30537,first contact,26 - 30 years,NAPLES » Naples ~ Campania,Male,False,MECHANICAL,Mechanical engineering,Three-year degree,[0],Others,student,[2022],,,,,,,,,,,,,,,,,,,,,,,,False,ITALY,Campania,Naples,Napoli,NAPLES,True,True,,,,,40.8358,14.2486,Three-year degree in Mechanical engineering. Worked in the Others sector. Last held the role of student. with [0] years of experience. Key skills include: MECHANICAL.,,
30539,first contact,26 - 30 years,GERMANY » (STATE) ~ (OVERSEAS),Male,False,,Automotive Engineering,Three-year degree,[3-5],Automotive,control and prevention of excessive water ow by using the redundancy sensor,[2022],,,,,,,,,,,,,,,,,,,,,,,,False,GERMANY,,,Germany,,False,True,,,,,51.165691,10.451526,Three-year degree in Automotive Engineering. Worked in the Automotive sector. Last held the role of control and prevention of excessive water ow by using the redundancy sensor. with [3-5] years of experience.,,
30558,first contact,26 - 30 years,BOLOGNA » Bologna ~ Emilia Romagna,Male,False,"PYTHON, C",Automation/Mechatronics Engineering,Five-year degree,[3-5],Services and Information Systems,software engineer,[2022],,,,,,,,,,,,,,,,,,,,,,,,False,ITALY,Emilia romagna,Bologna,Bologna,BOLOGNA,True,True,,,,,44.4939,11.3428,"Five-year degree in Automation/Mechatronics Engineering. Worked in the Services and Information Systems sector. Last held the role of software engineer. with [3-5] years of experience. Key skills include: PYTHON, C.",,
30614,first contact,26 - 30 years,ROME » Rome ~ Lazio,Male,False,V&V,electronic Engineering,Five-year degree,[0],,,[2021],,,,,,,,,,,,,,,,,,,,,,,,False,ITALY,Lazio,Rome,Roma,ROME,True,True,,,,,41.8931,12.4828,Five-year degree in electronic Engineering. with [0] years of experience. Key skills include: V&V.,,
30635,first contact,26 - 30 years,IONIC ROCCELLA » Reggio-Calabria ~ Calabria,Male,False,,computer engineering,Five-year degree,[0],Others,graduating student,[2022],,,,,,,,,,,,,,,,,,,,,,,,False,ITALY,Calabria,Reggio-calabria,Roccella Ionica,IONIC ROCCELLA,True,True,,,,,38.32117,16.39689,Five-year degree in computer engineering. Worked in the Others sector. Last held the role of graduating student. with [0] years of experience.,,
30669,first contact,40 - 45 years,GENOA » Genoa ~ Liguria,Male,False,X,Informatics,Five-year degree,[+10],Life sciences,c++ developer,[2022],,,,,,,,,,,,,,,,,,,,,,,,False,ITALY,Liguria,Genoa,Genoa,GENOA,True,True,,,,,44.4072,8.934,Five-year degree in Informatics. Worked in the Life sciences sector. Last held the role of c++ developer. with [+10] years of experience. Key skills include: X.,,
30754,first contact,20 - 25 years,CUNEO » Cuneo ~ Piedmont,Male,False,.,Information Engineering,Three-year degree,[0],,,[2022],,,,,,,,,,,,,,,,,,,,,,,,False,ITALY,Piedmont,Cuneo,Cuneo,CUNEO,True,True,,,,,44.3833,7.55,Three-year degree in Information Engineering. with [0] years of experience. Key skills include: ..,,
30806,first contact,20 - 25 years,BRESCIA » Brescia ~ Lombardy,Male,False,,Mechanical engineering,Five-year degree,[0],Others,fresh graduate,[2023],,,,,,,,,,,,,,,,,,,,,,,,False,ITALY,Lombardy,Brescia,Brescia,BRESCIA,True,True,,,,,45.5389,10.2203,Five-year degree in Mechanical engineering. Worked in the Others sector. Last held the role of fresh graduate. with [0] years of experience.,,
30818,first contact,31 - 35 years,CAGLIARI » Cagliari ~ Sardinia,Female,False,,Biomedical Engineering,Five-year degree,[0],Life sciences,new graduate,[2023],,,,,,,,,,,,,,,,,,,,,,,,False,ITALY,Sardinia,Cagliari,Cagliari,CAGLIARI,True,True,,,,,39.2167,9.1167,Five-year degree in Biomedical Engineering. Worked in the Life sciences sector. Last held the role of new graduate. with [0] years of experience.,,
30848,first contact,31 - 35 years,GENOA » Genoa ~ Liguria,Female,False,,industrial engineering,Five-year degree,[0-1],Others,research fellow student until 01/01/2022,[2021],,,,,,,,,,,,,,,,,,,,,,,,False,ITALY,Liguria,Genoa,Genoa,GENOA,True,True,,,,,44.4072,8.934,Five-year degree in industrial engineering. Worked in the Others sector. Last held the role of research fellow student until 01/01/2022. with [0-1] years of experience.,,
30971,first contact,26 - 30 years,CASTELNUOVO BERARDENGA » Siena ~ Tuscany,Female,False,CHEMISTRY,Chemist - Pharmaceutical,Five-year degree,[0],Life sciences,graduate student,[2022],,,,,,,,,,,,,,,,,,,,,,,,False,ITALY,Tuscany,Siena,Castelnuovo Berardenga,CASTELNUOVO BERARDENGA,True,True,,,,,43.3472,11.5042,Five-year degree in Chemist - Pharmaceutical. Worked in the Life sciences sector. Last held the role of graduate student. with [0] years of experience. Key skills include: CHEMISTRY.,,
31075,first contact,26 - 30 years,NAPLES » Naples ~ Campania,Male,False,,Informatics,Five-year degree,[0],Others,graduating student,[2023],,,,,,,,,,,,,,,,,,,,,,,,False,ITALY,Campania,Naples,Napoli,NAPLES,True,True,,,,,40.8358,14.2486,Five-year degree in Informatics. Worked in the Others sector. Last held the role of graduating student. with [0] years of experience.,,
31078,first contact,26 - 30 years,PESCARA » Pescara ~ Abruzzo,Male,False,ARTIFICIAL INTELLIGENCE (AI),computer engineering,Five-year degree,[0],Others,graduating student,[2022],,,,,,,,,,,,,,,,,,,,,,,,False,ITALY,Abruzzo,Pescara,Pescara,PESCARA,True,True,,,,,42.4643,14.2142,Five-year degree in computer engineering. Worked in the Others sector. Last held the role of graduating student. with [0] years of experience. Key skills include: ARTIFICIAL INTELLIGENCE (AI).,,
31121,first contact,< 20 years,MODENA » Modena ~ Emilia Romagna,Male,False,.,Automotive Engineering,Five-year degree,[1-3],Automotive,design release engineer - project manager,[2022],,,,,,,,,,,,,,29000.0,35000.0,,,,,,,,,False,ITALY,Emilia romagna,Modena,Modena,MODENA,True,True,,,,,44.6458,10.9257,Five-year degree in Automotive Engineering. Worked in the Automotive sector. Last held the role of design release engineer - project manager. with [1-3] years of experience. Key skills include: ..,,
31148,first contact,< 20 years,INDIA » (STATE) ~ (OVERSEAS),Male,False,,electronic Engineering,Three-year degree,[5-7],Others,senior software developer,[2021],,,,,,,,,,,,,,,,,,,,,,,,False,INDIA,,,India,,False,False,,,,,20.593684,78.96288,Three-year degree in electronic Engineering. Worked in the Others sector. Last held the role of senior software developer. with [5-7] years of experience.,,
31177,first contact,26 - 30 years,TURIN » Turin ~ Piedmont,Male,False,X,chemical engineering,Five-year degree,[0],,,[2022],,,,,,,,,,,,,,,,,,,,,,,,False,ITALY,Piedmont,Turin,Torino,TURIN,True,True,,,,,45.0792,7.6761,Five-year degree in chemical engineering. with [0] years of experience. Key skills include: X.,,
31193,imported,20 - 25 years,COLLEGNO » Turin ~ Piedmont,Male,False,ELECTRONIC ENGINEER,electronic Engineering,Five-year degree,[0],,,[2023],,,,,,,,,,,,,,,,,,,,,,,,False,ITALY,Piedmont,Turin,Collegno,COLLEGNO,True,True,,,,,45.0775,7.5724,Five-year degree in electronic Engineering. with [0] years of experience. Key skills include: ELECTRONIC ENGINEER.,,
31212,first contact,31 - 35 years,PORTICOS » Naples ~ Campania,Male,False,,Mechanical engineering,Five-year degree,[0-1],Others,mechanical engineer,[2022],,,,,,,,,,,,,,,,,,,,,,,,False,ITALY,Campania,Naples,Portici,PORTICOS,True,True,,,,,40.8197,14.3411,Five-year degree in Mechanical engineering. Worked in the Others sector. Last held the role of mechanical engineer. with [0-1] years of experience.,,
31221,first contact,> 45 years,MONZA » Monza-Brianza ~ Lombardy,Male,False,,Aeronautical/Aerospace/Astronautics Engineering,Three-year degree,[+10],Others,senior mechanical designer,[2022],,,,,,,,,,,,,,,,,,,,,,,,False,ITALY,Lombardy,Monza-brianza,Monza,MONZA,True,True,,,,,45.5836,9.2736,Three-year degree in Aeronautical/Aerospace/Astronautics Engineering. Worked in the Others sector. Last held the role of senior mechanical designer. with [+10] years of experience.,,
31236,first contact,26 - 30 years,MILAN » Milan ~ Lombardy,Male,False,,Other scientific subjects,Five-year degree,[1-3],Others,professor's assistant,[2022],,,,,,,,,,,,,,,,,,,,,,,,False,ITALY,Lombardy,Milan,Milano,MILAN,True,True,,,,,45.4669,9.19,Five-year degree in Other scientific subjects. Worked in the Others sector. Last held the role of professor's assistant. with [1-3] years of experience.,,
31244,first contact,31 - 35 years,SIENA » Siena ~ Tuscany,Male,False,SOLIDWORKS,Mechanical engineering,Five-year degree,[7-10],Machining - Heavy Industry,project & proposal engineer,[2022],,,,,,,,,,,,,,,,,,,,,,,,False,ITALY,Tuscany,Siena,Siena,SIENA,True,True,,,,,43.3183,11.3314,Five-year degree in Mechanical engineering. Worked in the Machining - Heavy Industry sector. Last held the role of project & proposal engineer. with [7-10] years of experience. Key skills include: SOLIDWORKS.,,
31263,in selection,26 - 30 years,ENNA » Enna ~ Sicily,Male,False,"C#, INVENTOR, PLC",Automation/Mechatronics Engineering,Doctorate,[1-3],Others,software engineer,[2021],,,,,2.0,,,,,,,,,,,2.0,3.0,3.0,3.0,2.0,2.0,3.0,958.0,False,ITALY,Sicily,Enna,Enna,ENNA,True,True,,,,,37.5667,14.2667,"Doctorate in Automation/Mechatronics Engineering. Worked in the Others sector. Last held the role of software engineer. with [1-3] years of experience. Key skills include: C#, INVENTOR, PLC.",,
31359,in selection,26 - 30 years,BERGAMO » Bergamo ~ Lombardy,Male,False,"DSPACE, MATLAB, SIMULINK, CANALYZER, C, JAVA, , PYTHON",Automotive Engineering,master's degree,[0-1],Automotive,trainee,[2022],,,,,2.0,,,,,,,,,,,2.0,2.0,2.0,2.0,2.0,2.0,3.0,595.0,False,ITALY,Lombardy,Bergamo,Bergamo,BERGAMO,True,True,,,,,45.695,9.67,"master's degree in Automotive Engineering. Worked in the Automotive sector. Last held the role of trainee. with [0-1] years of experience. Key skills include: DSPACE, MATLAB, SIMULINK, CANALYZER, C, JAVA, , PYTHON.",,
31427,first contact,26 - 30 years,MEXICO » (STATE) ~ (OVERSEAS),Female,False,,Biomedical Engineering,Five-year degree,[0],Life sciences,,[2022],,,,,,,,,,,,,,,,,,,,,,,,False,MEXICO,,,Mexico,,False,False,,,,,23.634501,-102.552784,Five-year degree in Biomedical Engineering. Worked in the Life sciences sector. Last held the role of . with [0] years of experience.,,
31435,in selection,31 - 35 years,FLORENCE » Florence ~ Tuscany,Male,False,,Other,High school graduation,[+10],Others,service manager,[2023],,,,,2.0,,,,,,,,,,,2.0,3.0,3.0,3.0,2.0,4.0,3.0,291.0,False,ITALY,Tuscany,Florence,Florence,FLORENCE,True,True,,,,,43.7714,11.2542,High school graduation in Other. Worked in the Others sector. Last held the role of service manager. with [+10] years of experience.,,
31447,in selection,< 20 years,BALM » Milan ~ Lombardy,Male,False,TESTING,Other scientific subjects,master's degree,[+10],Services and Information Systems,qa tester,[2022],,,,,1.0,,,,,,,,,,,1.0,1.0,2.0,2.0,1.0,1.0,3.0,1040.0,False,ITALY,Lombardy,Milan,Milan,BALM,True,True,,,,,45.4669,9.19,master's degree in Other scientific subjects. Worked in the Services and Information Systems sector. Last held the role of qa tester. with [+10] years of experience. Key skills include: TESTING.,,
